,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_17_18,Distribution_Score_17_18,Ball_Quality_Score_17_18,Positioning_Score_17_18,Sweeper_Score_17_18
101,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,33,2970.0,40.0,1.21,68.2,10.0,30.3,5.0,5.0,0.0,0.0,1992.0,1,0,2.0,3.0,35.2,0.28,-4.8,-0.15,536.0,36.2,250.0,57.2,46.1,995.0,39.5,35.0,1.03,14.4,366.0,7.9,50,0.2103448275862069,59.29065743944636,55.80227902679397,77.14740673339399,49.911884475211004,60.457837771101694
102,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,13,1170.0,17.0,1.31,65.9,1.0,7.7,2.0,2.0,0.0,0.0,1990.0,0,0,0.0,2.0,14.3,0.29,-1.7,-0.13,202.0,44.6,102.0,87.3,59.9,232.0,48.7,39.3,0.38,12.1,187.0,2.1,45,0.13908045977011496,35.83044982698962,87.5,35.49135577797998,44.14618337880228,45.27573151158484
103,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,11,990.0,27.0,2.45,62.1,1.0,9.1,2.0,2.0,0.0,0.0,1991.0,0,0,0.0,3.0,22.9,0.33,-4.1,-0.37,116.0,36.2,94.0,53.2,42.6,288.0,22.9,28.8,0.82,13.8,157.0,4.5,80,0.1942528735632184,37.28373702422145,50.8631044040653,38.548680618744314,40.09930297956666,56.02802584468497
104,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,36,3240.0,35.0,0.97,71.8,15.0,41.7,3.0,2.0,0.0,1.0,1986.0,1,0,1.0,7.0,33.7,0.27,-1.3,-0.04,386.0,39.9,227.0,46.7,41.5,938.0,29.9,33.4,2.08,15.6,428.0,4.0,100,0.1298850574712644,71.12456747404845,50.15783800431167,74.03548680618744,53.91790966416636,76.6288736161982
105,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,34,3060.0,37.0,1.09,76.6,14.0,41.2,8.0,5.0,2.0,1.0,1990.0,1,0,1.0,3.0,37.6,0.23,3.6,0.1,324.0,36.7,239.0,40.6,39.0,810.0,28.0,31.6,0.88,13.9,513.0,4.1,45,0.5016,70.60553633217992,42.84339390206345,67.04731574158326,72.44070744423934,57.056463228939464
107,Pau López,es ESP,GK,Espanyol,es La Liga,22,29,2566.0,31.0,1.09,77.4,9.0,32.1,4.0,3.0,1.0,0.0,1994.0,3,0,1.0,5.0,36.5,0.27,5.5,0.19,507.0,35.9,237.0,84.0,58.4,578.0,53.3,41.6,0.81,13.1,422.0,6.4,80,0.608,61.15916955017301,77.92808746535263,54.38125568698817,59.16081679874611,53.58718465780484
109,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,38,3420.0,58.0,1.53,65.8,10.0,26.3,6.0,4.0,2.0,0.0,1989.0,1,0,0.0,6.0,51.7,0.3,-5.3,-0.14,891.0,40.4,304.0,81.6,57.9,1083.0,59.4,45.2,1.45,14.4,493.0,6.3,100,0.22183908045977013,55.13840830449827,80.03849707422233,81.95177434030937,73.22386746111597,65.3321124326104
112,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,34,3032.0,53.0,1.57,68.8,5.0,14.7,5.0,3.0,2.0,0.0,1995.0,0,1,1.0,2.0,46.6,0.27,-4.4,-0.13,348.0,40.2,286.0,51.4,44.8,868.0,23.2,29.5,1.51,16.1,439.0,7.3,45,0.20114942528735635,43.09688581314879,55.41499846011703,70.21383075523204,68.2374317727534,71.67434873863122
113,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,31,2706.0,37.0,1.23,70.2,11.0,35.5,5.0,3.0,1.0,1.0,1985.0,0,0,2.0,5.0,32.8,0.26,-3.2,-0.11,363.0,36.6,186.0,52.2,41.7,702.0,37.9,34.4,0.47,11.8,331.0,7.6,45,0.17356321839080463,64.68858131487889,49.9183862026486,61.15104640582348,41.34607417702526,45.323881641219806
116,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,24,2160.0,38.0,1.58,63.2,6.0,25.0,4.0,3.0,0.0,1.0,1992.0,2,0,0.0,4.0,36.8,0.36,-0.2,-0.01,409.0,33.0,199.0,74.9,55.8,506.0,51.4,40.6,0.75,14.8,332.0,6.0,50,0.10459770114942529,53.78892733564014,69.57499230058517,50.45040946314832,58.945964211599446,58.536771060537475
117,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,27,18,1620.0,26.0,1.44,63.2,4.0,22.2,1.0,1.0,0.0,0.0,1989.0,2,0,0.0,4.0,20.5,0.3,-5.5,-0.3,340.0,29.1,158.0,92.4,59.5,304.0,63.8,44.2,0.56,10.9,311.0,6.1,100,0.22643678160919542,50.88235294117647,76.94487218971358,39.422202001819834,56.60587704109005,43.379357175192396
118,Alex Meret,it ITA,GK,SPAL,it Serie A,20,13,1158.0,16.0,1.24,78.3,4.0,30.8,5.0,3.0,2.0,0.0,1997.0,0,0,0.0,2.0,19.6,0.26,5.6,0.43,247.0,37.7,131.0,79.4,50.3,264.0,54.2,40.3,0.0,10.7,211.0,1.4,60,0.6135999999999999,59.80968858131488,69.73975977825685,37.23839854413103,46.43747339161247,36.216099427959996
120,Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,29,19,1710.0,24.0,1.26,62.7,7.0,36.8,3.0,2.0,1.0,0.0,1988.0,3,0,0.0,3.0,23.0,0.34,-1.0,-0.05,208.0,30.8,101.0,40.6,39.7,499.0,33.5,32.0,1.79,17.4,194.0,7.7,100,0.12298850574712644,66.03806228373702,38.883584847551596,50.068243858052774,46.4305623700604,79.24132680357216
122,Antonio Mirante,it ITA,GK,Bologna,it Serie A,34,33,2970.0,46.0,1.39,69.4,7.0,21.2,3.0,2.0,0.0,1.0,1983.0,5,0,1.0,4.0,41.8,0.28,-1.2,-0.04,683.0,48.9,318.0,73.3,49.3,942.0,47.8,38.5,1.12,14.1,632.0,2.7,60,0.12758620689655173,49.844290657439444,75.17785648290729,74.25386715195631,82.97592979013024,60.505987900736656
127,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,30,27,2430.0,31.0,1.15,73.9,7.0,25.9,4.0,2.0,2.0,0.0,1986.0,1,0,0.0,6.0,33.1,0.28,3.1,0.11,199.0,37.2,163.0,55.2,46.4,537.0,20.3,30.3,1.15,16.0,309.0,3.9,80,0.4736,54.72318339100346,56.091007083461655,52.14285714285714,50.577404395944264,67.16428659615622
128,Neto,br BRA,GK,Valencia,es La Liga,28,33,2970.0,33.0,1.0,79.0,10.0,30.3,5.0,3.0,2.0,0.0,1989.0,2,0,1.0,4.0,43.7,0.28,10.7,0.33,488.0,34.8,277.0,79.1,56.6,541.0,49.7,39.7,0.21,9.6,541.0,3.9,80,0.8992,59.29065743944636,73.40776101016321,52.361237488626024,73.33700202939669,35.0
131,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,24,37,3330.0,22.0,0.59,83.3,22.0,59.5,4.0,1.0,3.0,0.0,1993.0,1,0,1.0,2.0,32.7,0.23,11.7,0.32,566.0,33.7,275.0,79.3,53.8,632.0,55.1,42.4,0.35,11.9,534.0,4.7,80,0.9552,89.60207612456747,69.92762550046194,57.32939035486806,77.41885754322732,44.263344170542
132,Oier Olazábal,es ESP,GK,Levante,es La Liga,27,26,2340.0,39.0,1.5,71.9,7.0,26.9,6.0,5.0,0.0,1.0,1989.0,2,0,0.0,4.0,37.9,0.28,1.9,0.07,481.0,34.9,225.0,80.4,54.2,501.0,59.9,44.1,0.88,14.7,398.0,5.5,80,0.4064,55.76124567474048,71.68694179242377,50.17743403093721,66.1790546409801,59.713362689822624
134,Alexandre Oukidja,dz ALG,GK,Strasbourg,fr Ligue 1,29,17,1457.0,29.0,1.79,64.8,2.0,12.5,5.0,4.0,1.0,0.0,1988.0,1,0,0.0,1.0,27.7,0.33,-1.3,-0.08,341.0,41.1,130.0,90.8,60.2,358.0,62.3,43.5,0.74,13.1,232.0,5.2,45,0.1298850574712644,40.813148788927336,86.41438250692946,42.370336669699725,53.50863209501321,52.7748055475534
136,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,25,38,3357.0,50.0,1.34,74.9,12.0,32.4,10.0,7.0,2.0,1.0,1992.0,2,0,2.0,7.0,49.2,0.25,1.2,0.03,773.0,42.0,355.0,89.3,56.5,698.0,65.3,43.4,0.51,12.5,646.0,2.6,80,0.36719999999999997,61.470588235294116,82.97120418848166,60.9326660600546,69.79771898106343,48.11288530392197
138,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,25,34,3060.0,40.0,1.18,76.5,8.0,23.5,4.0,2.0,1.0,1.0,1992.0,1,0,0.0,6.0,42.0,0.25,4.0,0.12,576.0,40.6,256.0,65.2,49.6,915.0,44.7,38.6,0.5,10.7,482.0,5.6,50,0.524,52.231833910034595,65.76763165999384,72.77979981801639,71.50600132493065,42.0188073583275
141,Mattia Perin,it ITA,GK,Genoa,it Serie A,24,37,3330.0,42.0,1.14,77.2,12.0,32.4,4.0,4.0,0.0,0.0,1992.0,1,0,1.0,2.0,42.2,0.23,2.2,0.06,769.0,42.9,347.0,84.1,56.0,919.0,51.9,40.8,0.68,13.1,541.0,4.4,60,0.4232,61.470588235294116,81.15491222667077,72.99818016378526,78.0244692163627,52.0784805959093
142,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,23,38,3420.0,58.0,1.53,69.1,10.0,26.3,5.0,3.0,1.0,1.0,1994.0,0,0,0.0,6.0,56.1,0.3,-1.9,-0.05,945.0,34.1,340.0,92.6,67.2,984.0,64.0,47.8,1.34,14.9,591.0,4.6,100,0.14367816091954025,55.13840830449827,88.36079457961196,76.54686078252958,83.33759385720916,65.71607885098152
145,Nick Pope,eng ENG,GK,Burnley,eng Premier League,25,35,3115.0,35.0,1.01,78.4,12.0,35.3,5.0,3.0,1.0,1.0,1992.0,3,0,0.0,3.0,42.5,0.27,8.5,0.25,997.0,35.2,297.0,94.6,66.7,920.0,77.8,52.1,1.1,12.5,600.0,9.5,100,0.7759999999999999,64.48096885813149,89.52879581151832,73.05277525022748,94.11409103839054,54.960080661755626
148,Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,14,1179.0,26.0,1.98,67.7,2.0,14.3,6.0,5.0,0.0,1.0,1981.0,0,1,0.0,3.0,24.8,0.31,-1.2,-0.09,194.0,43.3,120.0,64.2,44.0,359.0,32.6,32.9,1.15,14.1,206.0,8.7,60,0.12758620689655173,42.68166089965398,62.10578995996304,42.424931756141945,48.459195381452126,60.85415037655871
152,Pepe Reina,es ESP,GK,Napoli,it Serie A,34,37,3330.0,29.0,0.78,72.2,18.0,48.6,2.0,2.0,0.0,0.0,1982.0,1,0,2.0,3.0,26.3,0.25,-2.7,-0.07,333.0,44.1,235.0,36.6,36.5,950.0,26.0,30.0,1.54,18.8,353.0,2.3,60,0.1620689655172414,78.28719723183391,44.678164459501076,74.69062784349408,44.76000427643323,80.98954689493395
153,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,38,3420.0,73.0,1.92,69.2,5.0,13.2,14.0,11.0,3.0,0.0,1990.0,3,0,2.0,6.0,67.2,0.27,-2.8,-0.07,727.0,43.1,323.0,55.7,44.8,1322.0,41.4,36.2,2.18,16.8,643.0,7.5,45,0.16436781609195403,41.53979238754325,59.38096704650446,95.0,74.83921374720552,81.77476439359646
154,Sergio Rico,es ESP,GK,Sevilla,es La Liga,23,24,2155.0,39.0,1.63,60.9,9.0,39.1,5.0,3.0,1.0,1.0,1993.0,2,0,1.0,5.0,34.3,0.34,-4.7,-0.2,305.0,31.5,192.0,66.7,49.9,475.0,37.3,33.6,0.54,12.0,349.0,5.2,80,0.2080459770114943,68.42560553633217,59.49876809362489,48.75796178343949,50.01398431847211,46.80048561669204
156,Roberto,es ESP,GK,Málaga,es La Liga,31,34,3060.0,51.0,1.5,68.7,6.0,17.6,5.0,4.0,1.0,0.0,1986.0,0,0,1.0,3.0,56.3,0.35,5.3,0.16,733.0,37.9,279.0,92.1,60.6,717.0,66.4,46.6,0.59,11.8,480.0,5.8,80,0.5968,46.10726643598616,84.79673544810592,61.96997270245678,69.77255675342354,46.71653154450801
159,Rubén,es ESP,GK,La Coruña,es La Liga,33,28,2477.0,58.0,2.11,58.2,4.0,14.8,3.0,2.0,1.0,0.0,1984.0,3,0,3.0,9.0,47.3,0.34,-8.7,-0.32,421.0,39.7,234.0,73.5,53.8,474.0,52.5,39.7,0.44,11.3,443.0,5.2,80,0.30000000000000004,43.200692041522494,72.36218047428395,48.70336669699727,35.70893335446096,43.31515700234578
160,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,35,3112.0,44.0,1.27,74.0,12.0,34.3,6.0,5.0,1.0,0.0,1986.0,1,1,2.0,4.0,48.6,0.29,5.6,0.16,519.0,37.6,276.0,65.2,45.3,865.0,39.2,34.5,0.61,12.9,532.0,5.3,45,0.6135999999999999,63.44290657439446,59.27317523868186,70.05004549590537,65.0459525659554,50.601876620437054
161,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,26,2340.0,45.0,1.73,61.3,6.0,23.1,5.0,4.0,1.0,0.0,1992.0,3,0,2.0,5.0,39.1,0.33,-4.9,-0.19,361.0,39.6,151.0,53.6,43.4,959.0,29.2,31.9,1.31,15.4,305.0,5.9,80,0.21264367816091956,51.8166089965398,54.46027101940252,75.18198362147407,37.25593307382003,67.02847853821146
162,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,25,38,3420.0,54.0,1.42,69.2,10.0,26.3,3.0,1.0,2.0,0.0,1992.0,0,0,1.0,15.0,48.8,0.28,-0.2,-0.01,875.0,39.4,352.0,93.2,57.9,823.0,66.5,44.5,0.45,10.2,623.0,6.1,100,0.10459770114942529,55.13840830449827,83.80813058207575,67.75705186533212,60.18643530653819,39.777974402238776
163,Mamadou Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,21,1890.0,31.0,1.48,71.3,5.0,23.8,3.0,2.0,1.0,0.0,1990.0,1,0,0.0,3.0,28.9,0.26,-1.1,-0.05,414.0,31.4,184.0,92.4,59.6,475.0,51.4,41.3,1.0,13.8,365.0,5.8,45,0.1252873563218391,52.54325259515571,78.84739759778256,48.75796178343949,64.77542998199698,58.11700069961727
166,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,33,2965.0,47.0,1.43,66.7,8.0,24.2,3.0,1.0,2.0,0.0,1986.0,3,0,3.0,11.0,39.5,0.27,-6.5,-0.2,792.0,38.4,273.0,94.5,63.9,866.0,61.7,43.8,1.64,16.3,500.0,5.6,100,0.24942528735632186,52.95847750865052,89.30782260548196,70.1046405823476,38.13932199442154,73.84727766574757
167,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,33,2906.0,53.0,1.64,67.5,9.0,27.3,5.0,4.0,0.0,1.0,1992.0,0,0,1.0,7.0,41.4,0.25,-7.6,-0.24,779.0,40.2,307.0,87.3,63.1,1041.0,49.1,40.8,0.68,14.2,529.0,5.3,50,0.27471264367816095,56.1764705882353,87.12426855558977,79.65878070973612,66.33747358252468,55.73171735462364
172,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,37,3330.0,45.0,1.22,74.7,10.0,27.0,8.0,5.0,3.0,0.0,1987.0,2,0,3.0,5.0,47.0,0.25,2.0,0.05,541.0,43.8,319.0,59.6,44.3,987.0,35.6,34.1,1.32,13.8,621.0,5.2,60,0.412,55.86505190311419,60.98090545118569,76.71064604185624,64.81922524011985,61.83073377505247
175,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,30,2625.0,42.0,1.44,74.8,6.0,20.0,4.0,4.0,0.0,0.0,1988.0,1,0,0.0,6.0,39.3,0.24,-1.7,-0.06,482.0,36.9,246.0,57.7,44.7,1009.0,33.7,33.3,0.75,11.6,524.0,8.0,50,0.13908045977011496,48.59861591695502,55.20095472744072,77.91173794358508,77.88674515703485,47.90917321700481
176,David Soria,es ESP,GK,Sevilla,es La Liga,24,15,1265.0,19.0,1.35,70.7,5.0,33.3,3.0,2.0,0.0,1.0,1993.0,1,0,0.0,1.0,17.4,0.29,-0.6,-0.04,150.0,46.0,98.0,63.3,47.4,279.0,31.5,32.4,0.93,13.0,199.0,6.0,80,0.11379310344827587,62.40484429065744,67.14505697566985,38.05732484076433,50.251822734206314,54.647722128482656
177,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,38,3420.0,59.0,1.55,70.6,7.0,18.4,7.0,4.0,3.0,0.0,1979.0,2,0,2.0,11.0,56.3,0.27,1.3,0.03,620.0,40.2,394.0,65.5,42.7,799.0,45.3,36.8,0.37,10.3,651.0,2.5,60,0.37279999999999996,46.93771626297578,58.93055127810287,66.44676979071883,61.58417986983608,39.18165356599037
178,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,11,990.0,14.0,1.27,69.8,2.0,18.2,1.0,1.0,0.0,0.0,1979.0,0,0,0.0,4.0,13.3,0.29,-0.7,-0.07,239.0,36.0,89.0,95.5,56.9,223.0,69.1,45.2,0.91,13.7,177.0,3.4,100,0.11609195402298851,46.73010380622837,81.07868801971048,35.0,39.490560346391106,56.74040083954072
179,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,37,3202.0,38.0,1.07,72.5,14.0,37.8,3.0,2.0,1.0,0.0,1992.0,0,1,2.0,4.0,36.7,0.26,-1.3,-0.04,376.0,40.4,270.0,46.7,38.7,773.0,32.3,32.1,0.65,12.1,508.0,6.1,60,0.1298850574712644,67.07612456747404,47.8557129658146,65.02729754322111,62.82006907203309,48.40919379398329
181,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,38,3420.0,49.0,1.29,74.8,11.0,28.9,10.0,9.0,1.0,0.0,1995.0,2,0,2.0,3.0,51.3,0.27,4.3,0.11,466.0,46.6,307.0,40.7,38.8,884.0,38.6,34.2,0.92,14.8,437.0,4.1,60,0.5408,57.83737024221453,50.465044656606096,71.08735213830755,55.559296374004624,60.50969175686242
182,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,34,2940.0,41.0,1.26,70.4,10.0,29.4,4.0,4.0,0.0,0.0,1984.0,3,0,1.0,3.0,38.9,0.29,-1.1,-0.03,431.0,38.3,265.0,52.5,44.2,655.0,44.6,37.3,0.64,13.0,481.0,6.7,45,0.1252873563218391,58.35640138408304,53.777332922697866,58.58507734303913,70.47576274195735,51.282151528869505
184,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,27,17,1530.0,9.0,0.53,72.7,11.0,64.7,0.0,0.0,0.0,0.0,1990.0,0,0,1.0,2.0,11.5,0.36,2.5,0.15,165.0,50.9,96.0,61.5,43.7,361.0,29.4,32.8,0.76,14.3,196.0,5.6,60,0.44,95.0,66.72543886664613,42.53412192902639,39.29052254577598,56.992263056092845
185,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,31,37,3330.0,38.0,1.03,72.9,12.0,32.4,3.0,2.0,0.0,1.0,1986.0,0,0,0.0,8.0,33.1,0.24,-3.9,-0.1,608.0,37.8,333.0,83.2,56.8,753.0,44.0,37.2,0.59,11.5,633.0,6.5,45,0.18965517241379312,61.470588235294116,77.56621496766245,63.935395814376704,85.03087050234727,45.72019424667682
186,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,25,37,3330.0,28.0,0.76,79.4,19.0,51.4,2.0,2.0,0.0,0.0,1992.0,0,0,0.0,1.0,36.3,0.27,8.3,0.22,304.0,42.4,262.0,46.6,41.7,1040.0,17.5,27.5,1.11,15.1,404.0,3.7,80,0.7648,81.19377162629758,52.274407145056976,79.60418562329392,72.22967310104411,63.71105806823326
188,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,31,31,2790.0,45.0,1.45,72.8,5.0,16.1,3.0,2.0,0.0,1.0,1985.0,1,0,1.0,11.0,42.1,0.26,-2.9,-0.09,518.0,44.4,275.0,51.6,40.5,875.0,43.0,35.1,0.65,12.4,508.0,4.7,50,0.16666666666666669,44.550173010380625,54.65352633199876,70.59599636032758,54.81867159474686,49.405531091814474
190,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,28,29,2610.0,26.0,0.9,70.2,12.0,41.4,4.0,1.0,3.0,0.0,1988.0,1,0,1.0,2.0,25.3,0.26,2.3,0.08,328.0,41.8,153.0,42.5,39.8,795.0,33.1,32.5,1.28,15.4,247.0,6.1,50,0.42879999999999996,70.81314878892732,48.36464428703418,66.22838944494995,45.45946838589464,66.68031606238941
193,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,37,35,3103.0,48.0,1.39,66.7,11.0,31.4,4.0,4.0,0.0,0.0,1980.0,1,1,0.0,5.0,40.2,0.28,-3.8,-0.11,757.0,45.3,260.0,90.4,57.2,802.0,65.1,45.0,0.41,12.7,478.0,2.9,45,0.18735632183908046,60.432525951557096,86.66846319679703,66.61055505004549,71.46205333704978,47.61656858306926
194,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,31,27,2430.0,43.0,1.59,68.9,6.0,22.2,6.0,2.0,4.0,0.0,1985.0,2,0,1.0,5.0,40.8,0.28,-0.2,-0.01,437.0,41.0,226.0,64.6,49.5,632.0,46.0,38.8,0.7,13.1,429.0,3.0,60,0.10459770114942529,50.88235294117647,65.74992300585154,57.32939035486806,57.73882638635666,52.31058891312399
199,Erwin Zelazny,fr FRA,GK,Troyes,fr Ligue 1,25,17,1530.0,28.0,1.65,71.7,3.0,17.6,2.0,2.0,0.0,0.0,1991.0,2,0,0.0,3.0,25.9,0.27,-2.1,-0.13,413.0,35.1,173.0,89.0,58.3,481.0,53.8,40.7,0.53,10.5,285.0,3.5,45,0.14827586206896554,46.10726643598616,79.16692331382814,49.085532302092815,54.10729456415701,41.70274496892876
200,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,22,15,1350.0,27.0,1.8,67.1,2.0,13.3,4.0,4.0,0.0,0.0,1994.0,1,0,1.0,3.0,21.3,0.26,-4.7,-0.31,279.0,35.8,126.0,74.6,54.8,386.0,47.9,38.7,1.27,14.3,211.0,5.2,50,0.2080459770114943,41.64359861591696,70.69371727748688,43.898999090081894,38.56688895210204,62.9110251450677
202,Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,28,34,3060.0,36.0,1.06,79.4,12.0,35.3,6.0,4.0,2.0,0.0,1989.0,3,0,2.0,2.0,40.7,0.24,4.7,0.14,834.0,35.5,300.0,81.7,59.0,1029.0,57.2,42.8,1.09,13.6,547.0,6.2,50,0.5631999999999999,64.48096885813149,77.28826609177702,79.00363967242947,71.71325560661398,58.49726326186263
