,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2172,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,8,8,703,7.8,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.6,1.6,0.5,2.1,0.20,0.07,0.27,0.20,0.27,Matches,539230cf
2173,Raphinha,br BRA,MFFW,Leeds United,eng Premier League,23,1996,30,26,2360,26.2,6,9,6,0,0,3,0,0.23,0.34,0.57,0.23,0.57,5.7,5.7,7.9,13.6,0.22,0.30,0.52,0.22,0.52,Matches,3423f250
2174,Raphinha,br BRA,FWMF,Rennes,fr Ligue 1,23,1996,6,5,404,4.5,1,2,1,0,0,0,0,0.22,0.45,0.67,0.22,0.67,0.9,0.9,0.9,1.7,0.20,0.19,0.39,0.20,0.39,Matches,3423f250
2175,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,37,33,2920,32.4,11,9,11,0,0,4,0,0.34,0.28,0.62,0.34,0.62,8.9,8.9,3.8,12.8,0.28,0.12,0.39,0.28,0.39,Matches,a1d5bd30
2176,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24,1996,24,14,1462,16.2,3,2,2,1,1,0,0,0.18,0.12,0.31,0.12,0.25,4.4,3.6,1.6,5.2,0.27,0.10,0.37,0.22,0.32,Matches,6c6a3300
2177,Giacomo Raspadori,it ITA,FWMF,Sassuolo,it Serie A,20,2000,27,13,1232,13.7,6,0,6,0,0,1,0,0.44,0.00,0.44,0.44,0.44,4.3,4.3,2.1,6.4,0.31,0.16,0.47,0.31,0.47,Matches,6e058f06
2178,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6662d731
2179,Tim Ream,us USA,DF,Fulham,eng Premier League,32,1987,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28b40c9c
2180,Ante Rebić,hr CRO,FW,Milan,it Serie A,26,1993,27,20,1776,19.7,11,4,11,0,0,4,1,0.56,0.20,0.76,0.56,0.76,5.9,5.6,5.4,11.0,0.30,0.27,0.57,0.28,0.56,Matches,536cebe5
2181,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,1995,30,28,2313,25.7,2,3,2,0,0,7,0,0.08,0.12,0.19,0.08,0.19,1.5,1.5,3.1,4.6,0.06,0.12,0.18,0.06,0.18,Matches,6213fd82
2182,Recio,es ESP,MF,Eibar,es La Liga,29,1991,17,8,734,8.2,1,0,0,1,1,5,0,0.12,0.00,0.12,0.00,0.00,1.3,0.6,0.9,1.5,0.17,0.11,0.28,0.07,0.18,Matches,54073b28
2183,Daishawn Redan,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,7,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.58,0.02,0.60,0.58,0.60,Matches,16b4260e
2184,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,26,1994,29,17,1738,19.3,2,3,2,0,0,1,0,0.10,0.16,0.26,0.10,0.26,3.1,3.1,3.2,6.2,0.16,0.16,0.32,0.16,0.32,Matches,ab651565
2185,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,31,26,2247,25.0,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.7,2.1,0.02,0.07,0.08,0.02,0.08,Matches,803ae100
2186,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,339c6ed4
2187,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,23,1996,27,26,2244,24.9,0,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,1.0,1.0,2.0,3.1,0.04,0.08,0.12,0.04,0.12,Matches,3353737a
2188,Bobby Reid,jm JAM,MFFW,Fulham,eng Premier League,27,1993,33,28,2372,26.4,5,2,5,0,0,7,0,0.19,0.08,0.27,0.19,0.27,3.8,3.8,1.1,4.9,0.14,0.04,0.19,0.14,0.19,Matches,0f7533cd
2189,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,1982,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e358587b
2190,Jeff Reine-Adélaïde,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,14,12,1058,11.8,1,2,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,1.7,1.7,2.3,3.9,0.14,0.19,0.34,0.14,0.34,Matches,d504b3e1
2191,Jeff Reine-Adélaïde,fr FRA,FW,Lyon,fr Ligue 1,22,1998,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.17,0.18,0.35,0.17,0.35,Matches,d504b3e1
2192,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,14,1,257,2.9,1,1,1,0,0,0,0,0.35,0.35,0.70,0.35,0.70,0.5,0.5,0.3,0.7,0.17,0.09,0.26,0.17,0.26,Matches,6b21b7b5
2193,Francisco Reis Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,3,2,181,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4b3c863f
2194,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,18,2002,2,1,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.17,0.17,0.00,0.17,Matches,cc971106
2195,Karim Rekik,nl NED,DF,Sevilla,es La Liga,25,1994,11,6,653,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches,3376a776
2196,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,374ee424
2197,Panagiotis Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,4,4,272,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.02,0.03,0.04,0.02,0.04,Matches,4bd00a50
2198,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,31,1989,32,27,2279,25.3,8,6,8,0,2,1,0,0.32,0.24,0.55,0.32,0.55,10.2,7.5,7.0,14.5,0.40,0.28,0.68,0.30,0.57,Matches,36a3ff67
2199,Elvis Rexhbeçaj,de GER,MFFW,Köln,de Bundesliga,22,1997,30,20,1833,20.4,5,2,5,0,0,4,0,0.25,0.10,0.34,0.25,0.34,2.3,2.3,2.6,4.8,0.11,0.13,0.24,0.11,0.24,Matches,1ae836b1
2200,Oriol Rey,es ESP,MF,Valladolid,es La Liga,22,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e8a0d2f7
2201,Gio Reyna,us USA,MFFW,Dortmund,de Bundesliga,17,2002,32,23,1976,22.0,4,5,4,0,0,1,0,0.18,0.23,0.41,0.18,0.41,4.1,4.1,5.2,9.2,0.18,0.24,0.42,0.18,0.42,Matches,7fa4e703
2202,Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.00,0.01,0.01,0.00,0.01,Matches,bcf1b2e9
2203,Bryan Reynolds,us USA,DF,Roma,it Serie A,19,2001,5,3,283,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,2306bf5c
2204,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,37,1983,29,28,2149,23.9,2,6,2,0,0,6,1,0.08,0.25,0.34,0.08,0.34,2.6,2.6,5.8,8.4,0.11,0.24,0.35,0.11,0.35,Matches,f61c7c4e
2205,Ricard,es ESP,DF,Atlético Madrid,es La Liga,20,2000,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matches,fce521d7
2206,Federico Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,524eb8c5
2207,Giacomo Ricci,it ITA,DF,Parma,it Serie A,23,1996,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cfb38237
2208,Matteo Ricci,it ITA,MF,Spezia,it Serie A,26,1994,29,26,2229,24.8,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,1.6,2.6,0.04,0.06,0.10,0.04,0.10,Matches,3cf7dc7e
2209,Declan Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32,32,2879,32.0,2,1,1,1,2,2,0,0.06,0.03,0.09,0.03,0.06,3.2,1.6,1.8,3.4,0.10,0.06,0.16,0.05,0.11,Matches,1c7012b8
2210,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,11,11,944,10.5,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches,0a3d6d2b
2211,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,3,1,89,1.0,0,1,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,0.0,0.0,0.5,0.5,0.00,0.47,0.47,0.00,0.47,Matches,0a3d6d2b
2212,Lewis Richardson,eng ENG,FWMF,Burnley,eng Premier League,17,2003,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4fa62ae4
2213,Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,34,33,2861,31.8,7,3,6,1,1,4,1,0.22,0.09,0.31,0.19,0.28,9.7,8.8,3.3,12.1,0.31,0.10,0.41,0.28,0.38,Matches,fa031b34
2214,Marco Richter,de GER,FWMF,Augsburg,de Bundesliga,22,1997,29,16,1416,15.7,3,1,3,0,0,4,1,0.19,0.06,0.25,0.19,0.25,5.1,5.1,1.7,6.8,0.32,0.11,0.43,0.32,0.43,Matches,f972644c
2215,Mikel Rico,es ESP,MF,Huesca,es La Liga,35,1984,32,27,2183,24.3,1,4,1,0,0,2,0,0.04,0.16,0.21,0.04,0.21,2.4,2.4,1.3,3.7,0.10,0.06,0.15,0.10,0.15,Matches,def69cd0
2216,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,10,8,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5f0241b2
2217,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,33,19,1820,20.2,2,0,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.8,1.3,0.03,0.04,0.07,0.03,0.07,Matches,7a1f2c08
2218,Emiliano Rigoni,ar ARG,MF,Elche,es La Liga,27,1993,23,12,1139,12.7,1,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,2.4,2.4,1.7,4.1,0.19,0.14,0.32,0.19,0.32,Matches,a1216563
2219,Tomás Rincón,ve VEN,MF,Torino,it Serie A,32,1988,36,33,2846,31.6,1,1,1,0,0,10,1,0.03,0.03,0.06,0.03,0.06,1.3,1.3,1.9,3.3,0.04,0.06,0.10,0.04,0.10,Matches,f1cfc209
2220,Luis Rioja,es ESP,MFFW,Alavés,es La Liga,26,1993,35,25,2090,23.2,4,2,4,0,0,4,0,0.17,0.09,0.26,0.17,0.26,3.3,3.3,2.7,6.0,0.14,0.12,0.26,0.14,0.26,Matches,eb3dd471
2221,Renaud Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,38,35,3054,33.9,11,0,5,6,7,3,0,0.32,0.00,0.32,0.15,0.15,10.7,5.2,2.2,7.5,0.32,0.07,0.38,0.15,0.22,Matches,beae3a73
2222,Andrea Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,19,5,652,7.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.06,0.08,0.13,0.06,0.13,Matches,39ee6cb6
2223,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,34,26,2236,24.8,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,1.7,2.4,0.03,0.07,0.10,0.03,0.10,Matches,ea0aa7e0
2224,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,18,15,1350,15.0,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,2.2,2.6,0.03,0.14,0.17,0.03,0.17,Matches,71ef519e
2225,Maxence Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,17,1,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,46a7b605
2226,Emmanuel Rivière,fr FRA,FW,Crotone,it Serie A,30,1990,21,7,640,7.1,1,1,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,1.1,1.1,0.5,1.6,0.16,0.07,0.22,0.16,0.22,Matches,2bae5658
2227,Rober,es ESP,DFMF,Levante,es La Liga,25,1995,19,16,1425,15.8,0,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches,c00097d2
2228,Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13,13,1170,13.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ba3ca78f
2229,Sergi Roberto,es ESP,DFFW,Barcelona,es La Liga,28,1992,15,9,946,10.5,1,2,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,0.3,0.3,1.8,2.1,0.03,0.17,0.20,0.03,0.20,Matches,335fa267
2230,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,21,1999,27,14,1340,14.9,1,2,1,0,0,3,0,0.07,0.13,0.20,0.07,0.20,1.8,1.8,2.3,4.1,0.12,0.16,0.28,0.12,0.28,Matches,6c17e046
2231,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,26,1994,38,38,3383,37.6,1,7,1,0,0,2,0,0.03,0.19,0.21,0.03,0.21,1.5,1.5,6.6,8.0,0.04,0.17,0.21,0.04,0.21,Matches,2e4f5f03
2232,Antonee Robinson,us USA,DF,Fulham,eng Premier League,22,1997,28,24,2162,24.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.9,2.3,0.02,0.08,0.10,0.02,0.10,Matches,289601e6
2233,Callum Robinson,ie IRL,FWMF,West Brom,eng Premier League,25,1995,28,20,1560,17.3,5,0,5,0,0,0,0,0.29,0.00,0.29,0.29,0.29,3.1,3.1,1.0,4.1,0.18,0.06,0.24,0.18,0.24,Matches,e75750a3
2234,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,11,9,877,9.7,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.6,1.3,0.07,0.06,0.13,0.07,0.13,Matches,7399c7a8
2235,Joel Robles,es ESP,GK,Betis,es La Liga,30,1990,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cda0b317
2236,Hal Robson-Kanu,wls WAL,FW,West Brom,eng Premier League,31,1989,19,2,561,6.2,2,0,2,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.2,1.2,0.2,1.5,0.19,0.04,0.23,0.19,0.23,Matches,fb2dec57
2237,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,6,2,177,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.01,0.12,0.11,0.12,Matches,da27e268
2238,Christopher Rocchia,fr FRA,DFFW,Marseille,fr Ligue 1,22,1998,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,aa21406e
2239,Rubén Rochina,es ESP,MF,Levante,es La Liga,29,1991,25,17,1404,15.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,1.4,1.4,1.7,3.1,0.09,0.11,0.20,0.09,0.20,Matches,ecd8c01e
2240,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,23,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,17acc2ed
2241,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,27,19,1625,18.1,1,0,1,0,0,10,0,0.06,0.00,0.06,0.06,0.06,0.1,0.1,1.1,1.2,0.00,0.06,0.07,0.00,0.07,Matches,e12b0b5b
2242,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,22,1997,12,8,733,8.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8d62d31a
2243,Rodri,es ESP,MF,Manchester City,eng Premier League,24,1996,34,31,2748,30.5,2,2,1,1,1,6,0,0.07,0.07,0.13,0.03,0.10,2.4,1.6,1.4,3.1,0.08,0.05,0.13,0.05,0.10,Matches,6434f10d
2244,Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,29,1991,26,14,1288,14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,5.1,5.1,3.5,8.7,0.36,0.25,0.60,0.36,0.60,Matches,1fb1c435
2245,Rodrigo,es ESP,FWMF,Betis,es La Liga,20,2000,15,5,537,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.04,0.10,0.14,0.04,0.14,Matches,85bed4ee
2246,Kévin Rodrigues,pt POR,DFMF,Eibar,es La Liga,26,1994,22,11,1095,12.2,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,0.5,1.3,0.06,0.04,0.11,0.06,0.11,Matches,f1bed920
2247,Ángel Rodríguez,es ESP,FWMF,Getafe,es La Liga,33,1987,33,12,1374,15.3,5,0,4,1,2,4,0,0.33,0.00,0.33,0.26,0.26,5.7,4.1,0.6,4.7,0.37,0.04,0.41,0.27,0.31,Matches,8cfc2f69
2248,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22,1998,20,4,511,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.1,1.6,0.09,0.19,0.28,0.09,0.28,Matches,19709006
2249,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,26,1994,35,34,2864,31.8,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,2.3,2.3,0.7,3.0,0.07,0.02,0.10,0.07,0.10,Matches,34e393f2
2250,James Rodríguez,co COL,FWMF,Everton,eng Premier League,29,1991,23,21,1764,19.6,6,4,6,0,0,4,0,0.31,0.20,0.51,0.31,0.51,2.8,2.8,4.8,7.6,0.14,0.25,0.39,0.14,0.39,Matches,715bf047
2251,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,31,1989,31,12,1265,14.1,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,3.0,3.0,1.1,4.1,0.22,0.08,0.29,0.22,0.29,Matches,4ab53cdb
2252,Miguel Rodríguez,es ESP,FWDF,Celta Vigo,es La Liga,17,2003,4,0,30,0.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,958d67bb
2253,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,27,1992,16,15,1238,13.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.02,0.06,0.04,0.06,Matches,7f78ad23
2254,Víctor Rodríguez,es ESP,MF,Elche,es La Liga,31,1989,16,2,426,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.0,1.0,0.00,0.21,0.21,0.00,0.21,Matches,15781606
2255,Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,22,10,983,10.9,1,6,1,0,0,0,0,0.09,0.55,0.64,0.09,0.64,2.0,2.0,3.7,5.6,0.18,0.34,0.52,0.18,0.52,Matches,8f5e92a6
2256,Marko Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,14,14,1165,12.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.02,0.04,0.02,0.04,Matches,b6b2b820
2257,Rogério,br BRA,DF,Sassuolo,it Serie A,22,1998,28,21,1877,20.9,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,1.5,2.0,0.03,0.07,0.10,0.03,0.10,Matches,10e7f486
2258,Luis Rojas,cl CHI,MFFW,Crotone,it Serie A,18,2002,7,0,104,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.03,0.02,0.05,0.03,0.05,Matches,11e0904f
2259,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,22,21,1907,21.2,1,1,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,2.8,2.8,0.8,3.6,0.13,0.04,0.17,0.13,0.17,Matches,3ead85f9
2260,Cristian Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,31,29,2545,28.3,2,2,2,0,0,10,0,0.07,0.07,0.14,0.07,0.14,1.3,1.3,0.8,2.1,0.05,0.03,0.07,0.05,0.07,Matches,a3d94a58
2261,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,21,20,1763,19.6,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.5,0.5,1.4,1.8,0.02,0.07,0.09,0.02,0.09,Matches,4b511457
2262,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,33,31,2802,31.1,29,2,23,6,8,3,0,0.93,0.06,1.00,0.74,0.80,27.7,21.4,3.8,25.2,0.89,0.12,1.01,0.69,0.81,Matches,dea698d9
2263,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,17,14,1232,13.7,1,1,1,0,0,3,1,0.07,0.07,0.15,0.07,0.15,0.5,0.5,0.5,1.0,0.04,0.04,0.07,0.04,0.07,Matches,51e3954c
2264,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,26,21,1887,21.0,1,2,1,0,0,8,0,0.05,0.10,0.14,0.05,0.14,0.7,0.7,1.0,1.7,0.03,0.05,0.08,0.03,0.08,Matches,ed45c4a5
2265,Marten de Roon,nl NED,MF,Atalanta,it Serie A,29,1991,35,33,3021,33.6,1,1,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,0.6,0.6,0.9,1.6,0.02,0.03,0.05,0.02,0.05,Matches,2a1beb34
2266,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,20,14,1229,13.7,0,2,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.8,0.8,1.7,2.5,0.06,0.12,0.18,0.06,0.18,Matches,13203c45
2267,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,19,6,651,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.06,0.07,0.13,0.06,0.13,Matches,3071a619
2268,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,18,2001,20,12,1187,13.2,0,2,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.9,0.9,1.6,2.4,0.07,0.12,0.18,0.07,0.18,Matches,e58cbfd5
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,16,12,1094,12.2,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches,4b3e1a38
2270,Rubén,es ESP,GK,Osasuna,es La Liga,36,1984,3,3,187,2.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,24279b8b
2271,Waldo Rubio,es ESP,FWMF,Valladolid,es La Liga,24,1995,10,5,375,4.2,1,0,0,1,1,1,0,0.24,0.00,0.24,0.00,0.00,1.1,0.3,0.1,0.4,0.26,0.02,0.29,0.08,0.10,Matches,ccaa5728
2272,John Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,da8b19e2
2273,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,27,1993,19,19,1710,19.0,1,0,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.4,1.7,0.07,0.02,0.09,0.07,0.09,Matches,18b896d6
2274,Sebastian Rudy,de GER,MFFW,Hoffenheim,de Bundesliga,30,1990,25,21,1678,18.6,1,3,1,0,0,4,0,0.05,0.16,0.21,0.05,0.21,0.8,0.8,2.3,3.1,0.04,0.12,0.16,0.04,0.16,Matches,80f36c88
2275,Sebastian Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.07,0.07,0.01,0.07,Matches,80f36c88
2276,Kevin Rüegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,7,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,90573602
