,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
2270,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,13,4,373,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.06,0.04,0.10,0.06,0.10,Matches,34e12499
2271,Jeffrey Schlupp,gh GHA,FWMF,Crystal Palace,eng Premier League,26,1992,17,11,1036,11.5,3,1,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.7,1.7,0.8,2.6,0.15,0.07,0.22,0.15,0.22,Matches,3312f911
2272,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Matches,53af52f3
2273,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,7,0,66,0.7,1,1,1,0,0,0,0,1.36,1.36,2.73,1.36,2.73,0.4,0.4,0.1,0.5,0.50,0.19,0.69,0.50,0.69,Matches,89565ac5
2274,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,33,31,2836,31.5,5,1,5,0,0,1,0,0.16,0.03,0.19,0.16,0.19,3.3,3.3,2.5,5.8,0.10,0.08,0.18,0.10,0.18,Matches,088ca1bd
2275,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,5,2,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d8f5dc3d
2276,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,18,13,1158,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.1,1.1,0.01,0.08,0.09,0.01,0.09,Matches,ad00b1a8
2277,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,15,12,1001,11.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,51b41c5c
2278,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,32,29,2427,27.0,2,3,2,0,1,5,0,0.07,0.11,0.19,0.07,0.19,3.6,2.8,4.6,7.4,0.13,0.17,0.30,0.10,0.28,Matches,c3a8bcd8
2279,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23,23,2070,23.0,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.2,1.8,0.07,0.01,0.08,0.07,0.08,Matches,efd623db
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,22,15,1432,15.9,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,1.2,2.3,0.07,0.08,0.14,0.07,0.14,Matches,106bca06
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,19,13,1082,12.0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05,Matches,2cfae697
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,289b90cd
2283,Nico Schulz,de GER,DFMF,Dortmund,de Bundesliga,26,1993,11,7,594,6.6,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.4,0.4,0.1,0.5,0.06,0.02,0.08,0.06,0.08,Matches,fa274d97
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,2091,23.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0d55d942
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,16,12,920,10.2,0,3,0,0,0,2,0,0.00,0.29,0.29,0.00,0.29,0.1,0.1,0.8,1.0,0.01,0.08,0.10,0.01,0.10,Matches,ea164f99
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,12,9,814,9.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,a35134ae
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,19,10,960,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,2.0,2.0,0.7,2.6,0.18,0.06,0.25,0.18,0.25,Matches,1238a3f9
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,11,5,463,5.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,1.6,0.27,0.04,0.30,0.27,0.30,Matches,1238a3f9
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,2430,27.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,834b5c4c
2290,Ken Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,32,30,2453,27.3,2,1,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,0.6,0.6,3.9,4.5,0.02,0.14,0.17,0.02,0.17,Matches,1770bd68
2291,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,32,24,2097,23.3,1,2,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,0.6,0.6,2.1,2.6,0.02,0.09,0.11,0.02,0.11,Matches,d04b94db
2292,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,12,6,629,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.2,1.1,0.12,0.04,0.16,0.12,0.16,Matches,dd29f81d
2293,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,6,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.05,0.09,0.04,0.09,Matches,8fc259d7
2294,Stefano Sensi,it ITA,MF,Inter,it Serie A,23,1995,12,9,723,8.0,3,2,3,0,0,2,0,0.37,0.25,0.62,0.37,0.62,1.4,1.4,1.7,3.1,0.17,0.21,0.39,0.17,0.39,Matches,b70bde8f
2295,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.02,0.02,0.00,0.02,Matches,343f753a
2296,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,20,19,1599,17.8,7,0,7,0,0,2,0,0.39,0.00,0.39,0.39,0.39,3.1,3.1,1.0,4.1,0.18,0.06,0.23,0.18,0.23,Matches,b3325a30
2297,Ryan Sessegnon,eng ENG,DFFW,Tottenham,eng Premier League,19,2000,6,4,342,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.02,0.02,0.03,0.02,0.03,Matches,6aa3e78b
2298,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,35,31,2568,28.5,5,3,3,2,3,10,1,0.18,0.11,0.28,0.11,0.21,3.8,1.5,5.1,6.6,0.13,0.18,0.31,0.05,0.23,Matches,75bd85ea
2299,Yevhen Shakhov,ua UKR,MFFW,Lecce,it Serie A,28,1990,24,9,1085,12.1,1,2,1,0,0,3,0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.0,2.9,0.08,0.17,0.24,0.08,0.24,Matches,ff764de3
2300,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,27,1991,7,2,185,2.1,1,0,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0.5,0.5,0.2,0.7,0.25,0.09,0.33,0.25,0.33,Matches,6421ec64
2301,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,25,10,1051,11.7,3,2,3,0,0,1,1,0.26,0.17,0.43,0.26,0.43,3.8,3.8,2.3,6.1,0.33,0.19,0.52,0.33,0.52,Matches,e8c9f4e9
2302,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,24,20,1733,19.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.4,2.1,0.03,0.07,0.11,0.03,0.11,Matches,9c94165b
2303,Khiry Shelton,us USA,FW,Paderborn 07,de Bundesliga,26,1993,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f935709c
2304,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,26,25,2119,23.5,6,2,6,0,0,3,0,0.25,0.08,0.34,0.25,0.34,2.5,2.5,3.6,6.1,0.10,0.15,0.26,0.10,0.26,Matches,3727dd3c
2305,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8b28686a
2306,Djibril Sidibé,fr FRA,DFMF,Everton,eng Premier League,27,1992,25,18,1824,20.3,0,4,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,2.3,2.7,0.02,0.11,0.13,0.02,0.13,Matches,4c5b714f
2307,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,4,0,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea540835
2308,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,14,14,1175,13.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.3,0.02,0.00,0.03,0.02,0.03,Matches,b14d0c5d
2309,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,1,1,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9c2b1f11
2310,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,35,28,2560,28.4,2,3,1,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.0,3.2,4.2,7.4,0.14,0.15,0.29,0.11,0.26,Matches,76dd1480
2311,Luca Siligardi,it ITA,MFFW,Parma,it Serie A,31,1988,12,3,337,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.6,0.6,0.2,0.8,0.15,0.05,0.20,0.15,0.20,Matches,1cac99dc
2312,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,22,13,1221,13.6,0,2,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,2.1,2.7,0.05,0.15,0.20,0.05,0.20,Matches,d6f88a1d
2313,André Silva,pt POR,FW,Milan,it Serie A,23,1995,1,1,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.32,0.00,0.32,0.32,0.32,Matches,3effaa34
2314,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,25,16,1575,17.5,12,3,11,1,1,1,0,0.69,0.17,0.86,0.63,0.80,10.8,10.0,4.8,14.8,0.62,0.28,0.89,0.57,0.85,Matches,3effaa34
2315,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,24,1994,34,23,2030,22.6,6,7,6,0,0,5,0,0.27,0.31,0.58,0.27,0.58,6.0,6.0,5.0,10.9,0.26,0.22,0.48,0.26,0.48,Matches,3eb22ec9
2316,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,27,22,1826,20.3,6,10,6,0,0,0,0,0.30,0.49,0.79,0.30,0.79,6.4,6.4,6.5,12.9,0.31,0.32,0.63,0.31,0.63,Matches,e2716bd0
2317,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,4,3,231,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches,4914ed4a
2318,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,33,32,2785,30.9,1,2,1,0,0,13,1,0.03,0.06,0.10,0.03,0.10,1.3,1.3,2.7,4.0,0.04,0.09,0.13,0.04,0.13,Matches,f2308b33
2319,Matheus Pereira da Silva,br BRA,MFFW,Dijon,fr Ligue 1,21,1998,10,6,465,5.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.16,0.10,0.26,0.16,0.26,Matches,bef22bc4
2320,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ea83bfa6
2321,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,21,20,1571,17.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches,86e7deaf
2322,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0d422df7
2323,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,19,17,1503,16.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.1,0.03,0.04,0.07,0.03,0.07,Matches,fcb27134
2324,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,37,34,2924,32.5,12,3,12,0,0,4,0,0.37,0.09,0.46,0.37,0.46,11.8,11.8,2.3,14.1,0.36,0.07,0.43,0.36,0.43,Matches,343c0d52
2325,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,24,1995,26,25,2177,24.2,5,5,5,0,0,2,0,0.21,0.21,0.41,0.21,0.41,6.6,6.6,4.7,11.3,0.27,0.20,0.47,0.27,0.47,Matches,5f3eaaf5
2326,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,2991,33.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5dcf3e90
2327,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,4,1,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.04,0.01,0.04,Matches,76fa5f80
2328,Sarpreet Singh,nz NZL,FWMF,Bayern Munich,de Bundesliga,20,1999,2,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches,4ba886c6
2329,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,4,1,132,1.5,1,0,1,0,0,0,0,0.68,0.00,0.68,0.68,0.68,0.1,0.1,0.2,0.3,0.07,0.10,0.17,0.07,0.17,Matches,8b609c34
2330,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,24,1995,13,11,909,10.1,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.4,0.4,0.00,0.04,0.04,0.00,0.04,Matches,73000a79
2331,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,24,23,1918,21.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.05,0.01,0.06,0.05,0.06,Matches,92d38e6c
2332,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,10dc46f0
2333,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,23,18,1598,17.8,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.9,1.8,0.05,0.05,0.10,0.05,0.10,Matches,0f8418aa
2334,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,29,28,2452,27.2,2,1,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,2.2,2.2,1.1,3.3,0.08,0.04,0.12,0.08,0.12,Matches,2acd49b9
2335,Sambou Sissoko,fr FRA,MFFW,Reims,fr Ligue 1,20,1999,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e4bb1f08
2336,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,24,1995,21,8,891,9.9,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,2.0,2.0,0.6,2.5,0.20,0.06,0.25,0.20,0.25,Matches,fd9c4805
2337,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9970da54
2338,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,32,31,2672,29.7,1,3,1,0,0,4,0,0.03,0.10,0.13,0.03,0.13,2.2,2.2,2.5,4.7,0.07,0.08,0.16,0.07,0.16,Matches,c2211709
2339,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,18,2000,7,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6250083a
2340,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,37,3330,37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ab4449d6
2341,Andreas Skov Olsen,dk DEN,FWMF,Bologna,it Serie A,19,1999,26,7,760,8.4,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,2.1,2.1,0.6,2.6,0.24,0.07,0.31,0.24,0.31,Matches,c50cee19
2342,Robert Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,23,1996,31,29,2608,29.0,4,7,4,0,0,4,0,0.14,0.24,0.38,0.14,0.38,5.5,5.5,6.2,11.7,0.19,0.22,0.40,0.19,0.40,Matches,ff98492b
2343,Simon Skrabb,fi FIN,FWMF,Brescia,it Serie A,24,1995,10,3,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.05,0.17,0.22,0.05,0.22,Matches,45af5134
2344,Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,32,30,2627,29.2,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.5,0.03,0.02,0.05,0.03,0.05,Matches,30f5ffa9
2345,Steven Skrzybski,de GER,FWMF,Düsseldorf,de Bundesliga,26,1992,11,6,530,5.9,1,2,1,0,0,0,0,0.17,0.34,0.51,0.17,0.51,1.4,1.4,0.3,1.7,0.24,0.05,0.29,0.24,0.29,Matches,58ce23e5
2346,Petar Škuletić,rs SRB,FWMF,Montpellier,fr Ligue 1,29,1990,5,1,106,1.2,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.1,0.3,0.1,0.3,0.91,0.05,0.96,0.23,0.28,Matches,d9a66c60
2347,Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,18,14,1285,14.3,9,7,8,1,1,5,1,0.63,0.49,1.12,0.56,1.05,9.0,8.2,4.3,12.5,0.63,0.30,0.93,0.57,0.88,Matches,ffec9769
2348,William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,9,4,393,4.4,0,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.3,0.3,0.2,0.4,0.06,0.04,0.10,0.06,0.10,Matches,5e105217
2349,Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,30,29,2566,28.5,3,2,3,0,0,3,0,0.11,0.07,0.18,0.11,0.18,1.9,1.7,0.7,2.5,0.07,0.03,0.09,0.06,0.09,Matches,b6964eb6
2350,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,45f6f52b
2351,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,24,24,2055,22.8,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.8,0.8,1.1,1.8,0.03,0.05,0.08,0.03,0.08,Matches,20b104bc
2352,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,2,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,17695062
2353,Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,14,10,743,8.3,2,0,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,2.0,2.0,0.1,2.2,0.25,0.02,0.26,0.25,0.26,Matches,cbbfa2e7
2354,Robert Snodgrass,sct SCO,MFFW,West Ham,eng Premier League,31,1987,24,17,1509,16.8,5,5,5,0,0,4,0,0.30,0.30,0.60,0.30,0.60,2.5,2.5,3.2,5.7,0.15,0.19,0.34,0.15,0.34,Matches,9f4647e9
2355,Cédric Soares,pt POR,MFDF,Arsenal,eng Premier League,27,1991,5,3,249,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,839c14e1
2356,Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,16,16,1306,14.5,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.7,1.3,0.04,0.05,0.09,0.04,0.09,Matches,839c14e1
2357,Rafa Soares,pt POR,DF,Eibar,es La Liga,24,1995,6,6,435,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.08,0.08,0.00,0.08,Matches,062fc2e6
2358,Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,c46607bf
2359,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,18,8,701,7.8,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.3,0.6,0.04,0.03,0.07,0.04,0.07,Matches,664590fa
2360,Rubén Sobrino,es ESP,FWMF,Valencia,es La Liga,27,1992,13,1,170,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.6,0.6,0.3,0.8,0.30,0.13,0.44,0.30,0.44,Matches,19b776e9
2361,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,21,1997,32,17,1651,18.3,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,4.6,4.6,1.2,5.8,0.25,0.07,0.32,0.25,0.32,Matches,e77dc3b2
2362,Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,33,30,2347,26.1,7,4,6,1,1,14,0,0.27,0.15,0.42,0.23,0.38,5.1,4.3,3.7,8.0,0.20,0.14,0.34,0.17,0.31,Matches,9d66fbe3
2363,Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,28,24,2066,23.0,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,1.4,3.1,0.07,0.06,0.13,0.07,0.13,Matches,fed17f5a
2364,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0670ee51
2365,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,420c18a1
2366,Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6435143e
2367,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8f8c6934
2368,Bruno Soriano,es ESP,MFFW,Villarreal,es La Liga,35,1984,7,1,263,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.12,0.00,0.12,0.12,0.12,Matches,09332647
2369,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches,5512b1a9
2370,Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,29,29,2469,27.4,5,5,5,0,0,4,2,0.18,0.18,0.36,0.18,0.36,4.3,4.3,4.8,9.1,0.16,0.18,0.33,0.16,0.33,Matches,9d4c45d6
2371,Riccardo Sottil,it ITA,FWDF,Fiorentina,it Serie A,20,1999,18,4,514,5.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.4,0.17,0.08,0.25,0.17,0.25,Matches,94816803
2372,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,13,12,1040,11.6,3,0,3,0,0,0,0,0.26,0.00,0.26,0.26,0.26,2.8,2.8,0.3,3.1,0.24,0.03,0.27,0.24,0.27,Matches,6613c819
2373,Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,8,7,637,7.1,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.1,0.5,0.05,0.01,0.07,0.05,0.07,Matches,7b075c75
2374,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,6,4,415,4.6,1,0,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.8,0.8,0.0,0.8,0.18,0.00,0.18,0.18,0.18,Matches,7b075c75
2375,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,20,15,1213,13.5,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.04,0.05,0.00,0.05,Matches,ae59b359
